 1-Taste_ID;2-Name_Taste;3-Taste_Rus;4-Description_Taste;5-Image_Taste;6-Strength;7-Search_Field;16-Brand-Taste;17-Line_Brand-Taste;Created;Updated
16;GREEN LEMON - MINT;лимон мята;Особенностью данной смеси является то, что она обладает одновременно и свежим, и сладким ароматом. Как только вы откроете упаковку, вы сразу же ощутите насыщенный мятный запах. В процессе же мятный аромат сохраняется и освежает вас. Но самая главная деталь заключается в том, что через какое-то время вы начнете ощущать во рту послевкусие сладкого лимона.;;2;GREEN LEMON - MINT лимон мята Adalya;Adalya;;;
17;GUAVA;гуава;"Гуава - тропический фрукт; содержит меньше сахара, чем такие фрукты, как яблоко, апельсин, виноград. Может стать любимым вкусом тех, кто не против нечто экзотическое.";;2;GUAVA гуава Adalya;Adalya;;;
18;ICE APPLE;яблоко;Смесь, которая благодаря насыщенному дыму усиливает многократно восторг от великолепного вкуса зеленого яблока.;;2;ICE APPLE яблоко Adalya;Adalya;;;
19;MILK;молоко;Соблазнительный вкус легкой смеси и аромата молока;;2;MILK молоко Adalya;Adalya;;;
20;ORANGE PINEAPPLE;ананас апельсин;Ощущение фруктового аромата дают почувствовать ананас и апельсин. В общей смеси фруктового аромата апельсин и ананас по очереди дают прочувствовать свой великолепный вкус.;;2;ORANGE PINEAPPLE ананас апельсин Adalya;Adalya;;;
21;PINA COLADA;ананас кокос ваниль;Микс ананаса, кокоса и ванили - это легкая курительная смесь, сохраняющая сбалансированный аромат всех составляющих;;2;PINA COLADA ананас кокос ваниль Adalya;Adalya;;;
22;ACAI;асаи;Вы будете покорены ароматом ягод асаи- плодов особого вида пальм, произрастающих в лесах Амазонки. Ягоды асаи являются мощным антиоксидантом, а табачная смесь с их ароматом обладает повышенной дымностью и курится в течение длительного времени.;;2;ACAI асаи Adalya;Adalya;;;
23;APPLE CINNAMON;яблоко корица;Аромат корицы и свежего яблока перетекает по трубке в мундштук и превращается в легкий ароматный дым, доставляющий удовольствие.;;2;APPLE CINNAMON яблоко корица Adalya;Adalya;;;
24;PIE APPLE;яблочный пирог;Как только вы вскроете упаковку, комната моментально наполнится запахом яблочного пирога. Смесь обладает насыщенной дымностью и сохраняет вкус до конца курения.;;2;PIE APPLE яблочный пирог Adalya;Adalya;;;
25;APRICOT;абрикос;Эта смесь обладает ароматом сладкого абрикоса. Многие ассоциируют этот аромат за запахом кураги, только что купленной в магазине.;;2;APRICOT абрикос Adalya;Adalya;;;
26;BAHRAIN APPLE;яблоко;Данная кальянная смесь легко раскуривается, обладает ярко выраженным ароматом и надолго сохраняет свой вкус.;;2;BAHRAIN APPLE яблоко Adalya;Adalya;;;
27;BANANA;банан;Один из лучших ароматов банана, который вы можете попробовать. Если вы ищете настоящий вкус банана, то данный кальянный табак специально для вас.;;2;BANANA банан Adalya;Adalya;;;
28;BANANA CINNAMON;банан корица;В каждом вдохе помимо великолепного аромата банана вы будете чувствовать ярко выраженный запах корицы. Данная смесь - кандидат на звание фаворита. Обладает насыщенной дымностью и долго курится.;;2;BANANA CINNAMON банан корица Adalya;Adalya;;;
29;BANANA MILK;банановое молоко;Изысканный аромат, который заставит вспомнить незабываемый вкус бананового молока из детства. Насыщенный дым и длительное курение.;;2;BANANA MILK банановое молоко Adalya;Adalya;;;
30;BANANA MILK ICE;банановое молоко;Изысканная табачная смесь, которая заставит вспомнить незабываемый вкус бананового молока из детства, вдыхая аромат которой вы почувствуете совершенно особенную свежесть. Насыщенный дым и длительное курение.;;2;BANANA MILK ICE банановое молоко Adalya;Adalya;;;
31;BERRYMIX;ежевика малина черника;Великолепная смесь освежающих вкусов ежевики, малины и черники. Приятная смесь для курения, каждый вдох подарит вам насыщенный дым.;;2;BERRYMIX ежевика малина черника Adalya;Adalya;;;
32;BLACKBERRY BANANA;банан ежевика;Изысканная смесь банана и ежевики. В каждом вдохе - насыщенный вкус фиолетовых ягод и запах банана.;;2;BLACKBERRY BANANA банан ежевика Adalya;Adalya;;;
33;BLACKBERRY;ежевика;Сладкий аромат ягод ежевики, украшенный легкой кислинкой, позволит насладится ровным курением кальяна.;;2;BLACKBERRY ежевика Adalya;Adalya;;;
34;BERLIN NIGHTS;персик мята;Великолепное сочетание персика и мяты унесет вас в томную и романтичную туманную ночь.;;2;BERLIN NIGHTS персик мята Adalya;Adalya;;;
35;BLUE MELON;дыня;Запах дыни, распространяющийся в пространстве сразу же, как только вы открыли упаковку, в каждом вдохе оставляет место для изысканного вкуса дыни.;;2;BLUE MELON дыня Adalya;Adalya;;;
36;BLUE ICE;черника;В каждом вдохе помимо аромата черники особая свежесть;;2;BLUE ICE черника Adalya;Adalya;;;
37;BLUE ORANGE;черника апельсин;В то время, как вы будете наслаждаться вкусом качественного табака, вы почувствуете и леденящую свежесть апельсина. Насыщенный дым и длительное курение.;;2;BLUE ORANGE черника апельсин Adalya;Adalya;;;
38;BUBBLE GUM;жевачка;Известный нам с детства вкус жвачки Bubblegum теперь в виде ароматных дымных коктейлей.;;2;BUBBLE GUM жевачка Adalya;Adalya;;;
39;CACTUS;кактус;Невообразимый вкус, непохожий ни на что. Насыщенный дым и длительное курение.;;2;CACTUS кактус Adalya;Adalya;;;
40;CAPPUCINO CINNAMON;капучино корица;Смесь для любителей кофе, Вы не сможете устоять перед изысканным ароматом корицы со вкусом кофе. Насыщенный дым и длительное курение.;;2;CAPPUCINO CINNAMON капучино корица Adalya;Adalya;;;
41;CARAMEL;карамель;Самый насыщенный вкус карамели, в каждом вдохе - изысканный вкус. Насыщенный дым и длительное курение.;;2;CARAMEL карамель Adalya;Adalya;;;
42;CHERRY BANANA ICE;черешня банан;Легкий кисловатый вкус черешни соединяется со сладким вкусом банана и в каждом вдохе дарит вам свежесть;;2;CHERRY BANANA ICE черешня банан Adalya;Adalya;;;
43;CHERRY BANANA;черешня банан;Легкий кисловатый вкус черешни соединяется со сладким вкусом банана и в каждом вдохе дарит вам восхитительное удовольствие;;2;CHERRY BANANA черешня банан Adalya;Adalya;;;
44;CHERRY ICE;черешня;В каждом вдохе свежесть с изысканным вкусом черешни;;2;CHERRY ICE черешня Adalya;Adalya;;;
45;CHERRY MINT;черешня мята;Кисловатый вкус черешни становится легче благодаря аромату мяты, а вы получаете изысканное наслаждение от курения кальяна.;;2;CHERRY MINT черешня мята Adalya;Adalya;;;
46;CHERRY PIE;черешневый пирог;Как только вы откроете упаковку, комната сразу же наполнится восхитительным ароматом черешневого пирога. Насыщенный дым и вкус, который сохраняется до конца курения.;;2;CHERRY PIE черешневый пирог Adalya;Adalya;;;
47;CHERRY;черешня;Самая важная особенность - аромат сохраняется очень долгое время. В каждом вдохе вы будете чувствовать незабываемый вкус черешни.;;2;CHERRY черешня Adalya;Adalya;;;
48;CHEWING GUM MINT CINNAMON;жевательная резинка корица мята;В каждом вдохе помимо вкуса мятной жевательной резинки вы ощутите аромат корицы, который начинает распространяться сразу, как только вы открываете упаковку.Насыщенный дым и длительное курение.;;2;CHEWING GUM MINT CINNAMON жевательная резинка корица мята Adalya;Adalya;;;
49;COCONUT CHOCOLATE;шоколад кокос;Провокационный аромат шоколада в сочетании со сладким и легким ароматом кокосового ореха. Насыщенный дым и длительное курение.;;2;COCONUT CHOCOLATE шоколад кокос Adalya;Adalya;;;
50;CRANBERRY;клюква;Сладкий аромат насыщенного дыма украшает особенный тропический вкус спелой клюквы;;2;CRANBERRY клюква Adalya;Adalya;;;
51;CHILLY CHERRY;черешня;Великолепная легкость со вкусом кисловатой черешни;;2;CHILLY CHERRY черешня Adalya;Adalya;;;
52;CHOCOLATE;шоколад;Безоговорочный выбор любителей шоколада. Насыщенный дым и длительное курение.;;2;CHOCOLATE шоколад Adalya;Adalya;;;
53;CINNAMON CHERRY;черешня корица;Вы будете покорены приятным кисловатым вкусом черешни, сочетающимся с ароматом корицы в каждом вдохе.;;2;CINNAMON CHERRY черешня корица Adalya;Adalya;;;
54;COCONUT LEMON;кокос лимон;Этот вкус - вкус страсти. Насыщенный дым и длительное курение.;;2;COCONUT LEMON кокос лимон Adalya;Adalya;;;
55;COCONUT;кокос;Великолепный аромат кокосового ореха. Насыщенный дым и длительное курение.;;2;COCONUT кокос Adalya;Adalya;;;
56;COLA DRAGON;кола;Великолепная смесь с сюрпризом для страстных поклонников колы.;;2;COLA DRAGON кола Adalya;Adalya;;;
57;COLA ICE;кола;Аромат для желающих почувствовать легкий летний ветерок. Насыщенный дым и длительное курение.;;2;COLA ICE кола Adalya;Adalya;;;
58;COLA LEMON ICE;кола лимон;Вы не сможете отказаться от этой курительной смеси, аромат выше всяких похвал;;2;COLA LEMON ICE кола лимон Adalya;Adalya;;;
59;COLA LEMON;кола лимон;Выбор любителей колы с лимоном;;2;COLA LEMON кола лимон Adalya;Adalya;;;
60;COLA ORANGE;апельсин кола;Апельсин подчеркивает вкус колы, а кола подчеркивает вкус апельсина.Насыщенный дым и длительное курение.;;2;COLA ORANGE апельсин кола Adalya;Adalya;;;
61;COLA;кола;Выбор любителей колы;;2;COLA кола Adalya;Adalya;;;
62;CRAZY LEMON;лимон;Самое сумасшедшее воплощение кисловатого вкуса лимона;;2;CRAZY LEMON лимон Adalya;Adalya;;;
63;DOUBLE MELON ICE;дыня арбуз;Вкус, в котором соединились восхитительный аромат дыни и ледяная свежесть;;2;DOUBLE MELON ICE дыня арбуз Adalya;Adalya;;;
64;DOUBLE MELON;дыня арбуз;Великолепный аромат дыни вы сможете почувствовать, как в носу, так и во рту;;2;DOUBLE MELON дыня арбуз Adalya;Adalya;;;
65;GIPSIY KINGS;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;GIPSIY KINGS  Adalya;Adalya;;;
66;GRAPE LEMON MINT;виноград лимон мята;Благодаря свежести дыхания в сочетании сладкого и кислого вам обеспечено длительное удовольствие.;;2;GRAPE LEMON MINT виноград лимон мята Adalya;Adalya;;;
67;GRAPE;виноград;Аромат для тех, кто любит классику;;2;GRAPE виноград Adalya;Adalya;;;
68;GRAPE FRUIT;грейпфрут;Вы станете поклонником этого дыма со вкусом и ароматом винограда.;;2;GRAPE FRUIT грейпфрут Adalya;Adalya;;;
69;GREEN APPLE;яблоко;Удовольствие рождается постепенно по мере курения.;;2;GREEN APPLE яблоко Adalya;Adalya;;;
70;GRAPE MINT;виноград;Восхитительная мятная свежесть в сочетании с ароматом винограда;;2;GRAPE MINT виноград Adalya;Adalya;;;
71;CASTRO ISLAND;;Во вкусе данного табака вы почувствуете всю изысканную и особенную красоту островов;;2;CASTRO ISLAND  Adalya;Adalya;;;
72;CHEWING GUM MINT;жевательная резинка;Дает настоящий вкус мятной жевательной резинки Освежающая смесь для кальяна.;;2;CHEWING GUM MINT жевательная резинка Adalya;Adalya;;;
73;BERRYEIS;ежевика малина черника;Великолепная смесь освежающих вкусов ежевики, малины и черники. Приятная смесь для курения, каждый вдох подарит вам насыщенный дым.;;2;BERRYEIS ежевика малина черника Adalya;Adalya;;;
74;GUARANA;гуарана;Изысканный вкус, который проник к нам из Бразилии, для легких и спокойных дымных коктейлей;;2;GUARANA гуарана Adalya;Adalya;;;
75;GUAVA MINT;гуава мята;"Гуава - тропический фрукт; содержит меньше сахара, чем такие фрукты, как яблоко, апельсин, виноград. Может стать любимым вкусом тех, кто не против попробовать что-то экзотическое. Если же к нему добавить мяту, то отказаться уже невозможно.";;2;GUAVA MINT гуава мята Adalya;Adalya;;;
76;GUAVA RASPBERRY;гуава малина;"Гуава - тропический фрукт; содержит меньше сахара, чем такие фрукты, как яблоко, апельсин, виноград. Может стать любимым вкусом тех, кто не против попробовать нечто экзотическое. Малина только дополняет великолепный вкус";;2;GUAVA RASPBERRY гуава малина Adalya;Adalya;;;
77;GUM;жевательная резинка;Многие любители кальяна обожают вкус жевательной резинки. Легко курится, обладает изысканным вкусом;;2;GUM жевательная резинка Adalya;Adalya;;;
78;GUMMASTIC;;Вы не сможете отказаться, удовольствие от курения кальяна, легкого, но дымного;;2;GUMMASTIC  Adalya;Adalya;;;
79;HAWAII;;В каждом вдохе с вами вся энергия Гавайев.;;2;HAWAII  Adalya;Adalya;;;
80;HAZELNUT;фундук;Запах фундука, распространяющийся в пространстве сразу же, как только вы открыли упаковку, превращается в великолепный вкус при каждом вдохе;;2;HAZELNUT фундук Adalya;Adalya;;;
81;HONEY MILK;мед молоко;Насыщенный дым, легкий паровой коктейль. Вы не сможете отказаться от вкуса меда с молоком;;2;HONEY MILK мед молоко Adalya;Adalya;;;
82;ICE BONBON;конфеты;Насыщенный дым и ледяная свежесть в сочетании со вкусом конфет;;2;ICE BONBON конфеты Adalya;Adalya;;;
83;ICE;лед;Легкая курительная смесь с неповторимой ледяной свежестью;;2;ICE лед Adalya;Adalya;;;
84;ICE MILK;молоко лед;Вас ждет восхитительное удовольствие с мягким вкусом молока и ледяной свежестью;;2;ICE MILK молоко лед Adalya;Adalya;;;
85;ICE ORANGE;апельсин лед;Поприветствуем изысканный аромат апельсина. Ледяная свежесть в сочетании с дерзким ароматом апельсина, как образец безупречного вкуса;;2;ICE ORANGE апельсин лед Adalya;Adalya;;;
86;ICE COFFEE;кофе лед;В то время, как вас опьянит невероятный запах кофе, распространяющийся в воздухе, в каждом вдохе вас будет покорять вкус кофе со льдом;;2;ICE COFFEE кофе лед Adalya;Adalya;;;
87;ICE GUM;жевательная резинка лед;Многие любители кальяна обожают вкус мастичной смолы. Легкая смесь с изысканным вкусом и ледяной свежестью;;2;ICE GUM жевательная резинка лед Adalya;Adalya;;;
88;ICE LEMON;лимон лед;Прохладный вкус кисловатого лимона и наполняющего комнату изысканого аромата;;2;ICE LEMON лимон лед Adalya;Adalya;;;
89;ICE CREAM;мороженое;"Кто из нас может сказать ""нет"" мороженому? В каждом вдохе вы почувствуете насыщенный вкус мороженого";;2;ICE CREAM мороженое Adalya;Adalya;;;
90;ICE PEAR;груша лед;Грушевый аромат во льду. Насыщенный дым и длительное курение.;;2;ICE PEAR груша лед Adalya;Adalya;;;
91;ICE PINEAPPLE;ананас лед;Ананас еще никогда так ярко не проявлялся в дыму;;2;ICE PINEAPPLE ананас лед Adalya;Adalya;;;
92;ICE RASPBERRY;малина лед;Изысканный аромат малины, доносящийся, будто, из уютной деревушки;;2;ICE RASPBERRY малина лед Adalya;Adalya;;;
93;ICE STRAWBERRY;клубника лед;Вы вдохнете волшебный аромат клубники с насыщенным дымом;;2;ICE STRAWBERRY клубника лед Adalya;Adalya;;;
94;ICE TANGERINE;апельсин лед;Благодаря изысканному запаху мандарина вы получите свежий и обволакивающий дымный коктейль;;2;ICE TANGERINE апельсин лед Adalya;Adalya;;;
95;ICE WATERMELON;арбуз лед;Восхитительный дымный коктейль с запахом прохладного арбуза;;2;ICE WATERMELON арбуз лед Adalya;Adalya;;;
96;IPANEMA;;Насыщенный дым, незабываемый опыт и длительное курение;;2;IPANEMA  Adalya;Adalya;;;
97;KIWI;киви;Страсть для любителей киви, для уютных и равномерных дымных коктейлей;;2;KIWI киви Adalya;Adalya;;;
98;LADY KILLER;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;LADY KILLER  Adalya;Adalya;;;
99;LEMON COCTAIL;лимон коктейль;Изысканная смесь. Для однородного дымного коктейля.;;2;LEMON COCTAIL лимон коктейль Adalya;Adalya;;;
100;LEMON MINT;лимон мята;Невероятно свежее дыхание, великолепное сочетание лимона и мяты;;2;LEMON MINT лимон мята Adalya;Adalya;;;
101;LEMON PIE;лимонный пирог;Вкус для любителей лимонного пирога, однородная смесь с насыщенным дымом;;2;LEMON PIE лимонный пирог Adalya;Adalya;;;
102;LEMON;лимон;Легкий и обволакивающий паровой коктейль с ароматом лимона;;2;LEMON лимон Adalya;Adalya;;;
103;LOVE 66;;Смесь ароматов позволит познать любовь, а затем зародит в вас страсть;;2;LOVE 66  Adalya;Adalya;;;
104;LYCHEE;личи;Изысканная смесь предоставит вам возможность получить поистине королевское наслаждение;;2;LYCHEE личи Adalya;Adalya;;;
105;LYCHEE BLUE;личи;Изысканный личи даст возможность ощутить ледяную свежесть, после чего вы не сможете отказаться от этой смеси;;2;LYCHEE BLUE личи Adalya;Adalya;;;
106;MANGO ORANGE;апельсин манго;Сочетание средиземноморского апельсина и тропического манго, которое невозможно описать словами. Ровная смесь с насыщенным дымом;;2;MANGO ORANGE апельсин манго Adalya;Adalya;;;
107;MANGO TANGO ICE;манго лед;Почувствовав огненную страсть танго в неповторимом тропическом вкусе манго, расслабьтесь, вдохнув ледяную свежесть;;2;MANGO TANGO ICE манго лед Adalya;Adalya;;;
108;MANGO;манго;В дыме вы почувствуете изысканный вкус манго. Насыщенный дым и длительное курение;;2;MANGO манго Adalya;Adalya;;;
109;MANGO TANGO;манго;Почувствуйте огненную страсть танго в неповторимом тропическом вкусе манго;;2;MANGO TANGO манго Adalya;Adalya;;;
110;MARACUJA CREAM;маракуйя крем;Станет для вас номером один, как благодаря своему экзотическому вкусу, так и благодаря необычайной легкости;;2;MARACUJA CREAM маракуйя крем Adalya;Adalya;;;
111;MARACUJA;маракуйя;Запах, приглашающий любовь, страсть, которая живет в этой смеси;;2;MARACUJA маракуйя Adalya;Adalya;;;
112;MARACUJA ICE;маракуйя лед;Экзотический вкус, ледяная свежесть в сочетании с легкостью смеси;;2;MARACUJA ICE маракуйя лед Adalya;Adalya;;;
113;MARACUJA MINT;маракуйя мята;Экзотический вкус, мятная свежесть в сочетании с легкостью смеси;;2;MARACUJA MINT маракуйя мята Adalya;Adalya;;;
114;MARILYN MONROE;;Неповторимый вкус, насыщенный дым и великолепная курительная смесь;;2;MARILYN MONROE  Adalya;Adalya;;;
115;MELON MINT;дыня мята;Благодаря аромату дыни в сочетании с мятной свежестью и насыщенным дымом, эта смесь может стать выбором номер один для любителей кальяна;;2;MELON MINT дыня мята Adalya;Adalya;;;
116;MILK CHOCOLATE;шоколадное молоко;Теперь можно получить удовольствие от кальяна со вкусом шоколадного молока из нашего детства.;;2;MILK CHOCOLATE шоколадное молоко Adalya;Adalya;;;
117;MILK CINNAMON;молоко корица;Изысканный аромат корицы в сочетании с мягкой молочной смесью.;;2;MILK CINNAMON молоко корица Adalya;Adalya;;;
118;MINT CINNAMON;корица мята;Великолепный аромат корицы в сочетании с мятной свежестью.;;2;MINT CINNAMON корица мята Adalya;Adalya;;;
119;MINT;мята;Великолепная мятная смесь подарит вам незабываемые минуты свежести в каждом вдохе.;;2;MINT мята Adalya;Adalya;;;
120;MIX FRUIT;фрукты;В каждом вдохе вы по отдельности почувствуете оригинальный вкус всех фруктов.;;2;MIX FRUIT фрукты Adalya;Adalya;;;
121;ORANGE PEACH;персик апельсин;Вкус персика в сочетании с великолепным ароматом апельсина, который наполняет комнату сразу же, как только вы открыли упаковку.;;2;ORANGE PEACH персик апельсин Adalya;Adalya;;;
122;ORANGE VANILLA;апельсин ваниль;Великолепный вкус апельсина в сочетании с изысканным ароматом ванили, наполняющим комнату сразу же, как только вы открыли упаковку;;2;ORANGE VANILLA апельсин ваниль Adalya;Adalya;;;
123;ORANGE MINT;апельсин мята;В каждом вдохе разный аромат с привкусом мятной свежести в сочетании с неповторимым изыском апельсина;;2;ORANGE MINT апельсин мята Adalya;Adalya;;;
124;PEACH MINT;персик мята;В каждом вдохе вы везде будете ощущать аромат персика, а благодаря свежей мяте получите удовольствие от длительного курения;;2;PEACH MINT персик мята Adalya;Adalya;;;
125;PEACH PEAR;персик груша;На первый взгляд эти два фрукта обладают очень разными вкусами, но вместе они создают один великолепный аромат, который вы не забудете;;2;PEACH PEAR персик груша Adalya;Adalya;;;
126;PEACH;персик;В каждом вдохе вы везде будете ощущать аромат персика, а легкость данной смеси вас покорит;;2;PEACH персик Adalya;Adalya;;;
127;PEAR MINT;груша мята;Наилучшее воплощение аромата груши с гарантией насыщенного дыма и свежестью мяты;;2;PEAR MINT груша мята Adalya;Adalya;;;
128;PEAR;груша;Наилучшее воплощение аромата груши с гарантией насыщенного дыма;;2;PEAR груша Adalya;Adalya;;;
129;PINEAPPLE BANANA;банан ананас;Насыщенный аромат банана со вкусом тропического ананаса;;2;PINEAPPLE BANANA банан ананас Adalya;Adalya;;;
130;PINEAPPLE MINT;ананас мята;Вы не сможете отказаться от мятной свежести в сочетании с тропическим вкусом ананаса.;;2;PINEAPPLE MINT ананас мята Adalya;Adalya;;;
131;PINEAPPLE PIE;ананас пирог;Сочетание пирога с изысканным тропическим вкусом ананаса;;2;PINEAPPLE PIE ананас пирог Adalya;Adalya;;;
132;PINEAPPLE;ананас;Невозможно отказаться от насыщенного легкого дыма со вкусом тропического ананаса.;;2;PINEAPPLE ананас Adalya;Adalya;;;
133;PINK PRINCESS;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;PINK PRINCESS  Adalya;Adalya;;;
134;POMEGRANATE;гранат;Насыщенный дым, незабываемый опыт и длительное курение.;;2;POMEGRANATE гранат Adalya;Adalya;;;
135;RASPBERRY PIE;малиновый пирог;Вкус пирога и изысканная малина, что может быть лучше;;2;RASPBERRY PIE малиновый пирог Adalya;Adalya;;;
136;RHAPSODY;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;RHAPSODY  Adalya;Adalya;;;
137;SPICED CHAI;чай корица специи;Выбор тех, кто не может отказаться от легкого аромата специй и корицы;;2;SPICED CHAI чай корица специи Adalya;Adalya;;;
138;STRAWBERRY BANANA ICE;клубника банан лед;Ледяная прохлада в сбалансированном сочетании двух таких разных вкусов, как клубника и банан;;2;STRAWBERRY BANANA ICE клубника банан лед Adalya;Adalya;;;
139;STRAWBERRY BANANA;клубника банан;Невозможно поверить в такое сбалансированное сочетание двух разных вкусов клубники и банана;;2;STRAWBERRY BANANA клубника банан Adalya;Adalya;;;
140;STRAWBERRY LEMON;клубника лимон;Великолепный союз сладкого и кислого;;2;STRAWBERRY LEMON клубника лимон Adalya;Adalya;;;
141;STRAWBERRY PIE;клубничный пирог;Сумасшедший вкус клубничного пирога в сочетании с насыщенным дымом;;2;STRAWBERRY PIE клубничный пирог Adalya;Adalya;;;
142;STRAWBERRY TANGERINE;клубника мандарин;Аромат мандарина в сочетании с изысканным вкусом клубники;;2;STRAWBERRY TANGERINE клубника мандарин Adalya;Adalya;;;
143;STRAWBERRY VANILLA MINT;клубника ваниль мята;Мятная свежесть в сочетании изысканого аромата клубники и ванили с насыщенным дымом;;2;STRAWBERRY VANILLA MINT клубника ваниль мята Adalya;Adalya;;;
144;STRAWBERRY;клубника;Выбор номер один для любителей клубники в любом виде;;2;STRAWBERRY клубника Adalya;Adalya;;;
145;SUMMER NIGHT;;Такой же веселый и легкий, как летние ночи;;2;SUMMER NIGHT  Adalya;Adalya;;;
146;SWISS BONBON;конфеты;Насыщенный дым, незабываемый опыт и длительное курение.;;2;SWISS BONBON конфеты Adalya;Adalya;;;
147;SWISS MARACUJA;маракуйя конфеты;Насыщенный дым, незабываемый опыт и длительное курение.;;2;SWISS MARACUJA маракуйя конфеты Adalya;Adalya;;;
148;SWISS PASSION;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;SWISS PASSION  Adalya;Adalya;;;
149;TANGERINE CHOCOLATE;мандарин шоколад;Вас покорит легкий привкус шоколада, сопровождающий изысканный аромат мандарина;;2;TANGERINE CHOCOLATE мандарин шоколад Adalya;Adalya;;;
150;THREE ANGELS;;Насыщенный дым, незабываемый опыт и длительное курение;;2;THREE ANGELS  Adalya;Adalya;;;
151;TONYS DESTINY;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;TONYS DESTINY  Adalya;Adalya;;;
152;TURKISH GUM;жевательная резинка;Прекрасное воплощение мастиковой смолы в сопровождении насыщенного дыма;;2;TURKISH GUM жевательная резинка Adalya;Adalya;;;
153;TWO APPLE;двойное яблоко;В каждом вдохе вы почувствуете не один, а два разных самостоятельных яблочных вкуса.;;2;TWO APPLE двойное яблоко Adalya;Adalya;;;
154;WATERMELON;арбуз;В каждом вдохе вы почувствуете аромат арбуза и прохладу лета;;2;WATERMELON арбуз Adalya;Adalya;;;
155;WATERMELON MINT;арбуз мята;Свежесть мяты в сочетании с изысканным ароматом арбуза;;2;WATERMELON MINT арбуз мята Adalya;Adalya;;;
156;WHITE GRAPE;виноград;В каждом вдохе вы почувствуете неповторимые нотки виноградного аромата.;;2;WHITE GRAPE виноград Adalya;Adalya;;;
157;WIND OF CUBA;;Насыщенный дым, незабываемый опыт и длительное курение.;;2;WIND OF CUBA  Adalya;Adalya;;;
158;POWER;;Каждый раз, раскуривая специально приготовленную нами смесь, вы будете получать абсолютно разные ощущения.;;2;POWER  Adalya;Adalya;;;
