 1-Taste_ID;2-Name_Taste;3-Taste_Rus;4-Description_Taste;5-Image_Taste;6-Strength;7-Search_Field;16-Brand-Taste;17-Line_Brand-Taste;Created;Updated
14063;Pearfect Melon;Груша дыня;;;3;Pearfect Melon Груша дыня Element;Element;Воздух;;
14064;Pina Colada;пина колада;;;3;Pina Colada пина колада Element;Element;Воздух;;
14065;Tamarind;Тамаринд;;;3;Tamarind Тамаринд Element;Element;Воздух;;
14066;Thai Mango;Тайское манго;;;3;Thai Mango Тайское манго Element;Element;Воздух;;
14067;Trdelnik;Трдельник;;;3;Trdelnik Трдельник Element;Element;Воздух;;
14068;Tropicana;Тропикана;;;3;Tropicana Тропикана Element;Element;Воздух;;
14069;Vanilla Sky;Грейпфрут ваниль;;;3;Vanilla Sky Грейпфрут ваниль Element;Element;Воздух;;
14070;Banana Daiquiri;Банановый дайкири;;;4;Banana Daiquiri Банановый дайкири Element;Element;Земля;;
14071;Blackberry;Ежевика;;;4;Blackberry Ежевика Element;Element;Земля;;
14072;Blueberry;Черника;;;4;Blueberry Черника Element;Element;Земля;;
14073;Cactus fig;Кактусовый финик;;;4;Cactus fig Кактусовый финик Element;Element;Земля;;
14074;Cherry;Вишня;;;4;Cherry Вишня Element;Element;Земля;;
14075;Cola;Кола;;;4;Cola Кола Element;Element;Земля;;
14076;Cookie monster;Земляничное печенье;;;4;Cookie monster Земляничное печенье Element;Element;Земля;;
14077;Currant;Смородина;;;4;Currant Смородина Element;Element;Земля;;
14078;Ekzo;арома;;;4;Ekzo арома Element;Element;Земля;;
14079;Feijoa;Фейхоа;;;4;Feijoa Фейхоа Element;Element;Земля;;
14080;Fir;Пихта;;;4;Fir Пихта Element;Element;Земля;;
14081;Garnet yogurt;гранатовый йогурт;;;4;Garnet yogurt гранатовый йогурт Element;Element;Земля;;
14082;Grape mint;Мятный виноград;;;4;Grape mint Мятный виноград Element;Element;Земля;;
14083;Grapegruit&Pomelo;Грейпфрут и помело;;;4;Grapegruit&Pomelo Грейпфрут и помело Element;Element;Земля;;
14084;Irish cream;Ирландский крем;;;4;Irish cream Ирландский крем Element;Element;Земля;;
14085;Kashmir&Feijoa;Кашмир и фейхоа;;;4;Kashmir&Feijoa Кашмир и фейхоа Element;Element;Земля;;
14086;Lemongrass;Лемонграсс;;;4;Lemongrass Лемонграсс Element;Element;Земля;;
14087;Lychee;Личи;;;4;Lychee Личи Element;Element;Земля;;
14088;Mango;Манго;;;4;Mango Манго Element;Element;Земля;;
14089;Margarita;Маргарита;;;4;Margarita Маргарита Element;Element;Земля;;
14090;Peach;Персик;;;4;Peach Персик Element;Element;Земля;;
14091;Pear;Груша;;;4;Pear Груша Element;Element;Земля;;
14092;Pineapple;Ананас;;;4;Pineapple Ананас Element;Element;Земля;;
14093;Rasberry;Малина;;;4;Rasberry Малина Element;Element;Земля;;
14094;Tropicana;Тропикана;;;4;Tropicana Тропикана Element;Element;Земля;;
