 1-Taste_ID;2-Name_Taste;3-Taste_Rus;4-Description_Taste;5-Image_Taste;6-Strength;7-Search_Field;16-Brand-Taste;17-Line_Brand-Taste;Created;Updated
10011;Cinnaboom;Корица Сдоба Сдобное;Что может быть лучше осенних, уютных вечеров в компании хороших друзей, с непревзойденным табаком со вкусом корицы и сладких сдобных булочек.;;2;Cinnaboom Корица Сдоба Сдобное Burn;;;;
10012;Famous Apple;Яблоко;Самое насыщенное ледяное яблоко, которое вы когда-либо пробовали. Это яркий вкус зеленого яблока, который освежает, дарит ощущение бодрости и насыщает ваши вкусовые рецепторы.;;2;Famous Apple Яблоко Burn;;;;
10013;Fantazy Grape;Лед Виноград;Новые грани зимней свежести: морозный виноград с легкими ванильными оттенками. Терпкие полутона, переходящие от сладости к кислоте, в этом Burn дополнены ледяной свежестью, которая разливается по телу щекочущей прохладой. Сбалансированность холода и фруктовой сладости дает необычно мягкое ванильное послевкусие.;;2;Fantazy Grape Лед Виноград Burn;;;;
10014;Feel Good;Тропический Манго Маракуйя;Тогда попробуйте кисло-сладкий тропический коктейль из фруктов, который имеет яркий, но не приторный вкус манго и маракуйя ? Это отличное сочетание кисленького привкуса со сладковатым послевкусием. А какой незабываемый аромат дыма;;2;Feel Good Тропический Манго Маракуйя Burn;;;;
10015;Five o’clock;Зеленый чай;Располагайтесь поудобнее, заваривайте чай и вдохните этот объемный, насыщенный аромат. Почувствуйте, как тело расслабляется, ум успокаивается и настроение улучшается Это вкус совершенства классического зеленого чая;;2;Five o’clock Зеленый чай Burn;;;;
10016;Flower & Honey;Ромашка Мед Цветы;Это сладкий, с цветочной душистостью вкус меда. Хорошо курится в соло и в миксах. Фруктово - ягодные миксы в сочетании с медом приобретают многогранность и более выраженную сладость с легкой пряностью.;;2;Flower & Honey Ромашка Мед Цветы Burn;;;;
10017;Freeze Melon;Лед Дыня;Связано с приятной прохладой, сочностью, свежестью и летней беззаботностью! Аромат Freeze Melon даст почувствовать вам именно это! На вдохе вы ощущаете яркий вкус ледяной дыни, а после выдоха у вас остается легкое послевкусие свежести и прохлады;;2;Freeze Melon Лед Дыня Burn;;;;
10018;Golden Rum;Ром Алкоголь;Пряный вкус, обладает именно таким волшебством классический алкогольный напиток ? Попробуйте окунуться в океан густого дыма вместе с Golden Rum. Вдохните терпкий аромат полной грудью и прочувствуйте этот богатый вкус;;2;Golden Rum Ром Алкоголь Burn;;;;
10019;Guava;Гуава;Вкус гуавы, сложно описать. У гуавы диковинный фруктовый привкус, похожа она на малину со кусом клубники, и кислинкой спелого ананаса, зачастую вкус хвои обусловлен ароматной кожицей ? Очень сочный вкус Guava передает все оттенки сладкого. При курении складывается ощущение того, что это не дым стекает к твоим легким, а сок гуавы, медленно стекает к твоему желудку. Очень приятный вкус экзотического фрукта с выраженным длительным послевкусием;;2;Guava Гуава Burn;;;;
10020;Juicy Apricot;Абрикос;Вкус абрикоса – кисло-сладкий, со сливочным, цветочным характером, в нем присутствует смесь свежих нот тропических фруктов. Это незабываемы вкус, который стоит попробовать.;;2;Juicy Apricot Абрикос Burn;;;;
10021;Juicy wildberry;Земляника;Самая неожиданная земляника из всех, которые вы пробовали. Необычно вкусно. Ее мягкий ягодный вкус с кислинкой и пряностью сначала вызывает легкое удивление: чтобы понять, что это это земляника, вам потребуется некоторое время. Но сладкое и дымное удовольствие приходит уже с первой затяжкой!;;2;Juicy wildberry Земляника Burn;;;;
10022;Kamikaze;Малина Лайм;Яркий и сочный вкус малины обрамлен свежестью лайма. Вы вдыхаете сочный аромат сладкой ягоды, а на выдохе ощущаете кислую свежесть лайма. Это массированная атака на ваши вкусовые рецепторы, которая придется по вкусу каждому;;2;Kamikaze Малина Лайм Burn;;;;
10023;Kona Coffee;Кофе;Перенесемся на острова мечты - Гавайи, где раскинуты плантации одного из самого дорого сорта кофе - Кона. Здесь вулканическая порода почвы, ветер, штиль, солнца поспособствовали созданию нежного мягкого вкуса с ореховыми нотками, легкой кислинкой и с полным отсутствием горечи.;;2;Kona Coffee Кофе Burn;;;;
10024;Lemon Mint;Мята Лимон;Это взрыв свежести в ваших легких. Уже при входе вы почувствуете яркий вкус мяты, а на выдохе вас ожидает кислое послевкусие лимона ? В меру кислый, в меру свежий, но обязательно яркий и необычный. Если вы хотите разбавить сладкий микс, то Lemon Mint – это то, что вам нужно!;;2;Lemon Mint Мята Лимон Burn;;;;
10025;Miami kiss;Арбуз Цитрусы Лакрица;Летнее настроение ему придает арбуз с цитрусами, но, чтобы микс казался не сильно свежим, мы добавили пикантную нотку лакрицы. На выдохе у вас во рту остается ее сладкий привкус, который дополнит необычный образ нашего табака и создаст вокруг Вас летнюю атмосферу;;2;Miami kiss Арбуз Цитрусы Лакрица Burn;;;;
10026;Mildberry;Манго Земляника;Сочное желтое манго, смешанное с кисло-сладкими нотками лесной земляники. Перед вами вкус, который звучит, как воспоминание о жарком тропическом солнце и сочном манго, стекающем между пальцев кисло-сладким ароматным соком. К манго в этом вкусе присоединяются оттенки спелой земляники, которая придает дуэту необычное звучание, насыщая его пряными ягодными акцентами.  ;;2;Mildberry Манго Земляника Burn;;;;
10027;Nectarine;Нектарин;Спелый нектарин сочен, сладок. Его отличает от всех фруктов пару особенностей, легкая горьковатость и миндальный аромат. Во вкусе плодов ощущается приятная кислинка;;2;Nectarine Нектарин Burn;;;;
10028;Orange Cookies;Печенье Апельсин;Сливочные оттенки печенья с кисло-сладкими апельсиновыми акцентами. Мягкая тающая сладость любимой выпечки приобретает новые грани вкуса, когда вы начинаете чувствовать за ней апельсиновые нотки. Беспроигрышный вариант для сладкоежек.;;2;Orange Cookies Печенье Апельсин Burn;;;;
10029;Red Mix;Смородина Каркаде;Аромат смородины начинает витать в воздухе уже после непродолжительного прогревания табака. А вот кисло-сладкий вкус каркаде ты почувствуешь уже при первом вдохе насыщенного ароматом дыма;;2;Red Mix Смородина Каркаде Burn;;;;
10030;Sexy Choco;Шоколад Кофе Молоко;Нежный и легкий табак со вкусом шоколада и капучино, может проявиться совершенно удивительным образом ? Сладкое послевкусие молока окутает ваши вкусовые рецепторы и усилит выброс гормонов радости и удовольствия.;;2;Sexy Choco Шоколад Кофе Молоко Burn;;;;
10031;Strawberry Jam;Клубника Варенье Джем;Перед вами вкус любимого бабушкиного варенья. Ароматно – ягодные нотки клубники дают глубокий сладкий вкус, но без приторности. Этот вкус поможет разнообразить практически любой фруктовый сладкий вкус.;;2;Strawberry Jam Клубника Варенье Джем Burn;;;;
10032;Sundaysun;Цитрус Апельсин Лимон Грейпфрут;Конечно же свежий и ароматный цитрусовый микс Sundaysun - это то, что должно быть обязательно в арсенале уважающего себя кальянщика в самое тёплое время года ?? Сочетание лимона, апельсина и грейпфрута делает табак очень насыщенным, с ярким послевкусием и ароматом;;2;Sundaysun Цитрус Апельсин Лимон Грейпфрут Burn;;;;
10033;Sweet Raspberries;Малина;Насыщенный сладкий вкус малины преобладает нежное послевкусие, которое обязательно понравится сладкоежкам. Сладко, дымно и невыразимо вкусно!;;2;Sweet Raspberries Малина Burn;;;;
10034;Three Apples;Яблоко Лакрица;Это очень интересная интерпретация классики. Сладкий, яркий, приятный вкус яблока, который разбавлен нотками лакрицы. Забудьте все то, что вы знали о двойном яблоке;;2;Three Apples Яблоко Лакрица Burn;;;;
10035;Tibet;Масала Корица Специи;Перенесемся на загадочный Тибет. Это место окутано мистической тайной и обладает аурой спокойствия, умиротворения и познания жизни. Сочетание глубокой жизненной философии и индийские специи Масала смешались воедино в уникальном вкусе Tibet ? Высокий уровень дымности, средняя крепость. Свежий аромат, необычное послевкусие и абсолютное превосходство над вашими вкусовыми рецепторами.;;2;Tibet Масала Корица Специи Burn;;;;
10036;Tiramisu;Кофе Шоколад Печенье Тирамису;Палочки савоярди и сливочный крем с кофейно-шоколадными нотками - рай для гурманов. Тирамису, пожалуй, один из самых популярных десертов во всем мире.;;2;Tiramisu Кофе Шоколад Печенье Тирамису Burn;;;;
10037;Tsunami;Тропический Холод;Tsunami - это вихрь ярких тропических фруктов с эффектом холода! Насладись сладко-свежим ароматом Средняя крепость листа Virginia даст почувствовать все нотки данного вкуса;;2;Tsunami Тропический Холод Burn;;;;
10038;USSR;Шампанское Алкоголь ;Аромат шампанского пробежится по вашим вкусовым рецепторам и заставит почувствовать ощущение легкого расслабления Удивительно, но мы смогли передать всю игристость этого напитка в нашем вкусе;;2;USSR Шампанское Алкоголь  Burn;;;;
10039;White Night;Ананас Апельсин Ваниль;Мягкий и нежный вкус – первое что приходит в голову, после одной затяжки табака White Night ? Ваниль в сочетании с ананасом и апельсином обволакивает вкусовые рецепторы мягкостью, отчего не хочется, чтобы эти мгновения заканчивались.;;2;White Night Ананас Апельсин Ваниль Burn;;;;
